location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"386 N 8th St IL 60118",42.100087,-88.287307,1,range_interpolation,386,"N 8th St",,,"West Dundee",IL,"Kane County",60118,US,"TIGER/Line® dataset from the US Census Bureau"
"386 S 8th St IL 60118",42.094648,-88.287603,1,rooftop,386,"S 8th St",,,"West Dundee",IL,"Kane County",60118,US,Kane
"2601 E Washington St IL 61611",40.676424,-89.535067,1,rooftop,2601,"E Washington St",,,"East Peoria",IL,"Tazewell County",61611,US,"City of East Peoria"
"401 River Rd IL 61611",40.683771,-89.584929,1,rooftop,401,"River Rd",,,"East Peoria",IL,"Tazewell County",61611,US,"City of East Peoria"
"401 S Main St IL 61611",40.670145,-89.57669,0.8,rooftop,401,"N Main St",,,"East Peoria",IL,"Tazewell County",61611,US,"City of East Peoria"
"2601 E Washington St IL 61611",40.676424,-89.535067,1,rooftop,2601,"E Washington St",,,"East Peoria",IL,"Tazewell County",61611,US,"City of East Peoria"
"401 River Rd IL 61611",40.683771,-89.584929,1,rooftop,401,"River Rd",,,"East Peoria",IL,"Tazewell County",61611,US,"City of East Peoria"
"401 S Main St IL 61611",40.670145,-89.57669,0.8,rooftop,401,"N Main St",,,"East Peoria",IL,"Tazewell County",61611,US,"City of East Peoria"
"588 N 24th St IL 62205",38.61604,-90.128249,1,rooftop,588,"N 24th St",,,"East Saint Louis",IL,"St. Clair County",62205,US,"St Clair"
"1110 Camp Jackson Rd IL 62206",38.562566,-90.177197,1,rooftop,1110,"Camp Jackson Rd",,,"East Saint Louis",IL,"St. Clair County",62206,US,"St Clair"
"588 N 24th St IL 62205",38.61604,-90.128249,1,rooftop,588,"N 24th St",,,"East Saint Louis",IL,"St. Clair County",62205,US,"St Clair"
"1110 Camp Jackson Rd IL 62206",38.562566,-90.177197,1,rooftop,1110,"Camp Jackson Rd",,,"East Saint Louis",IL,"St. Clair County",62206,US,"St Clair"
"6091 Center Grove Rd IL 62025",38.841819,-89.877841,0.67,place,,,,,Edwardsville,IL,"Madison County",62025,US,"TIGER/Line® dataset from the US Census Bureau"
"1704 Troy Rd IL 62025",38.793736,-89.951083,1,range_interpolation,1704,"Troy Rd",,,Edwardsville,IL,"Madison County",62025,US,"TIGER/Line® dataset from the US Census Bureau"
"6091 Center Grove Rd IL 62025",38.841819,-89.877841,0.67,place,,,,,Edwardsville,IL,"Madison County",62025,US,"TIGER/Line® dataset from the US Census Bureau"
"1704 Troy Rd IL 62025",38.793736,-89.951083,1,range_interpolation,1704,"Troy Rd",,,Edwardsville,IL,"Madison County",62025,US,"TIGER/Line® dataset from the US Census Bureau"
"2911 S Banker St IL 62401",39.091515,-88.548482,1,rooftop,2911,"S Banker St",,,Effingham,IL,"Effingham County",62401,US,Effingham
"1304 N Keller Dr IL 62401",39.139765,-88.565796,1,rooftop,1304,"N Keller Dr",,,Effingham,IL,"Effingham County",62401,US,Effingham
"2500 N 3rd St IL 62401",39.149194,-88.529823,1,rooftop,2500,"N 3rd St",,,Effingham,IL,"Effingham County",62401,US,Effingham
"1300 N Keller Dr IL 62401",39.139019,-88.564982,1,rooftop,1300,"N Keller Dr",,,Effingham,IL,"Effingham County",62401,US,Effingham
"2911 S Banker St IL 62401",39.091515,-88.548482,1,rooftop,2911,"S Banker St",,,Effingham,IL,"Effingham County",62401,US,Effingham
"1304 N Keller Dr IL 62401",39.139765,-88.565796,1,rooftop,1304,"N Keller Dr",,,Effingham,IL,"Effingham County",62401,US,Effingham
"2500 N 3rd St IL 62401",39.149194,-88.529823,1,rooftop,2500,"N 3rd St",,,Effingham,IL,"Effingham County",62401,US,Effingham
"1300 N Keller Dr IL 62401",39.139019,-88.564982,1,rooftop,1300,"N Keller Dr",,,Effingham,IL,"Effingham County",62401,US,Effingham
"664 W Main St IL 61738",40.736577,-89.027238,1,rooftop,664,"W Main St",,,"El Paso",IL,"Woodford County",61738,US,Woodford
"644 W Main St IL 61738",40.736846,-89.02725,1,range_interpolation,644,"W Main St",,,"El Paso",IL,"Woodford County",61738,US,"TIGER/Line® dataset from the US Census Bureau"
"664 W Main St IL 61738",40.736577,-89.027238,1,rooftop,664,"W Main St",,,"El Paso",IL,"Woodford County",61738,US,Woodford
"644 W Main St IL 61738",40.736846,-89.02725,1,range_interpolation,644,"W Main St",,,"El Paso",IL,"Woodford County",61738,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 Us Highway 45 N IL 62930",37.804511,-88.448967,1,range_interpolation,1201,"US Hwy 45 N",,,Eldorado,IL,"Saline County",62930,US,"TIGER/Line® dataset from the US Census Bureau"
"142 Ande Rd IL 62930",37.819839,-88.39939,1,range_interpolation,142,"Ande Rd",,,Eldorado,IL,"Saline County",62930,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 Us Highway 45 N IL 62930",37.804511,-88.448967,1,range_interpolation,1201,"US Hwy 45 N",,,Eldorado,IL,"Saline County",62930,US,"TIGER/Line® dataset from the US Census Bureau"
"142 Ande Rd IL 62930",37.819839,-88.39939,1,range_interpolation,142,"Ande Rd",,,Eldorado,IL,"Saline County",62930,US,"TIGER/Line® dataset from the US Census Bureau"
"401 Summit St IL 60120",42.045858,-88.275471,1,rooftop,401,"Summit St",,,Elgin,IL,"Kane County",60120,US,Kane
"816 Saint Charles St IL 60120",42.019443,-88.26905,1,rooftop,816,"St Charles St",,,Elgin,IL,"Kane County",60120,US,Kane
"1480 Larkin Ave IL 60123",42.035049,-88.314171,1,rooftop,1480,"Larkin Ave",,,Elgin,IL,"Kane County",60123,US,Kane
"1165 N Mclean Blvd IL 60123",42.061667,-88.315437,1,range_interpolation,1165,"N Mclean Blvd",,,Elgin,IL,"Kane County",60123,US,"TIGER/Line® dataset from the US Census Bureau"
"255 S Randall Rd IL 60123",42.027022,-88.337946,1,rooftop,255,"S Randall Rd",,,Elgin,IL,"Kane County",60123,US,Kane
"1001 N Randall Rd IL 60123",42.052783,-88.336736,1,rooftop,1001,"N Randall Rd",,,Elgin,IL,"Kane County",60123,US,Kane
"401 Summit St IL 60120",42.045858,-88.275471,1,rooftop,401,"Summit St",,,Elgin,IL,"Kane County",60120,US,Kane
"816 Saint Charles St IL 60120",42.019443,-88.26905,1,rooftop,816,"St Charles St",,,Elgin,IL,"Kane County",60120,US,Kane
"1480 Larkin Ave IL 60123",42.035049,-88.314171,1,rooftop,1480,"Larkin Ave",,,Elgin,IL,"Kane County",60123,US,Kane
"1165 N Mclean Blvd IL 60123",42.061667,-88.315437,1,range_interpolation,1165,"N Mclean Blvd",,,Elgin,IL,"Kane County",60123,US,"TIGER/Line® dataset from the US Census Bureau"
"255 S Randall Rd IL 60123",42.027022,-88.337946,1,rooftop,255,"S Randall Rd",,,Elgin,IL,"Kane County",60123,US,Kane
"1001 N Randall Rd IL 60123",42.052783,-88.336736,1,rooftop,1001,"N Randall Rd",,,Elgin,IL,"Kane County",60123,US,Kane
"633 Meacham Rd IL 60007",42.007045,-88.045166,1,rooftop,633,"Meacham Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"1450 Busse Rd IL 60007",42.004577,-87.96025,1,rooftop,1450,"Busse Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"1912 E Higgins Rd IL 60007",42.021811,-87.957199,1,rooftop,1912,"E Higgins Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"10 Biesterfield Rd IL 60007",42.003904,-88.004536,1,rooftop,10,"Biesterfield Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"633 Meacham Rd IL 60007",42.007045,-88.045166,1,rooftop,633,"Meacham Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"1450 Busse Rd IL 60007",42.004577,-87.96025,1,rooftop,1450,"Busse Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"1912 E Higgins Rd IL 60007",42.021811,-87.957199,1,rooftop,1912,"E Higgins Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"10 Biesterfield Rd IL 60007",42.003904,-88.004536,1,rooftop,10,"Biesterfield Rd",,,"Elk Grove Village",IL,"Cook County",60007,US,Cook
"920 N York St IL 60126",41.928241,-87.939806,1,range_interpolation,920,"N York St",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"190 E Butterfield Rd IL 60126",41.869157,-87.935946,1,range_interpolation,190,"E Butterfield Rd",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"920 N York St IL 60126",41.928241,-87.939806,1,range_interpolation,920,"N York St",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"190 E Butterfield Rd IL 60126",41.869157,-87.935946,1,range_interpolation,190,"E Butterfield Rd",,,Elmhurst,IL,"DuPage County",60126,US,"TIGER/Line® dataset from the US Census Bureau"
"1919 Dempster St IL 60201",42.041358,-87.700098,1,rooftop,1919,"Dempster St",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"1700 Orrington Ave IL 60202",42.048647,-87.680891,0.95,rooftop,1700,"Orrington Ave",,,Evanston,IL,"Cook County",60201,US,Cook
"1117 Howard St IL 60202",42.019792,-87.687698,1,rooftop,1117,"Howard St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"1919 Dempster St IL 60201",42.041358,-87.700098,1,rooftop,1919,"Dempster St",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"1700 Orrington Ave IL 60202",42.048647,-87.680891,0.95,rooftop,1700,"Orrington Ave",,,Evanston,IL,"Cook County",60201,US,Cook
"1117 Howard St IL 60202",42.019792,-87.687698,1,rooftop,1117,"Howard St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"8715 S Kedzie Ave IL 60805",41.734481,-87.701868,1,rooftop,8715,"S Kedzie Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"2620 W 95th St IL 60805",41.721442,-87.687663,1,rooftop,2620,"W 95th St",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"9730 S Western Ave IL 60805",41.717535,-87.683116,1,rooftop,9730,"S Western Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"9500 S Western Ave IL 60805",41.723,-87.685211,0.6,nearest_rooftop_match,9400,"S Western Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"8715 S Kedzie Ave IL 60805",41.734481,-87.701868,1,rooftop,8715,"S Kedzie Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"2620 W 95th St IL 60805",41.721442,-87.687663,1,rooftop,2620,"W 95th St",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"9730 S Western Ave IL 60805",41.717535,-87.683116,1,rooftop,9730,"S Western Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"9500 S Western Ave IL 60805",41.723,-87.685211,0.6,nearest_rooftop_match,9400,"S Western Ave",,,"Evergreen Park",IL,"Cook County",60805,US,Cook
"1300 Des Plaines Ave IL 60130",41.862807,-87.818896,1,range_interpolation,1300,"Des Plaines Ave",,,"Forest Park",IL,"Cook County",60130,US,"TIGER/Line® dataset from the US Census Bureau"
"420 Des Plaines Ave IL 60130",41.878955,-87.813656,1,rooftop,420,"Des Plaines Ave",,,"Forest Park",IL,"Cook County",60130,US,Cook
"1300 Des Plaines Ave IL 60130",41.862807,-87.818896,1,range_interpolation,1300,"Des Plaines Ave",,,"Forest Park",IL,"Cook County",60130,US,"TIGER/Line® dataset from the US Census Bureau"
"420 Des Plaines Ave IL 60130",41.878955,-87.813656,1,rooftop,420,"Des Plaines Ave",,,"Forest Park",IL,"Cook County",60130,US,Cook
"7215 W Lincoln Hwy IL 60423",41.505628,-87.791848,1,rooftop,7215,"W Lincoln Hwy",,,Frankfort,IL,"Will County",60423,US,Will
"21011 South La Grange Road IL 60423",41.508117,-87.848708,1,rooftop,21011,"S La Grange Rd",,,Frankfort,IL,"Will County",60423,US,Will
"7215 W Lincoln Hwy IL 60423",41.505628,-87.791848,1,rooftop,7215,"W Lincoln Hwy",,,Frankfort,IL,"Will County",60423,US,Will
"21011 South La Grange Road IL 60423",41.508117,-87.848708,1,rooftop,21011,"S La Grange Rd",,,Frankfort,IL,"Will County",60423,US,Will
"1300 W Galena Ave IL 61032",42.302005,-89.644671,1,rooftop,1300,"W Galena Ave",,,Freeport,IL,"Stephenson County",61032,US,Stephenson
"1710 S West Ave IL 61032",42.278303,-89.631739,0.9,range_interpolation,1710,"Southwest Ave",,,Freeport,IL,"Stephenson County",61032,US,"TIGER/Line® dataset from the US Census Bureau"
"1300 W Galena Ave IL 61032",42.302005,-89.644671,1,rooftop,1300,"W Galena Ave",,,Freeport,IL,"Stephenson County",61032,US,Stephenson
"1710 S West Ave IL 61032",42.278303,-89.631739,0.9,range_interpolation,1710,"Southwest Ave",,,Freeport,IL,"Stephenson County",61032,US,"TIGER/Line® dataset from the US Census Bureau"
"Knox Highway 10 IL 61401",40.918495,-90.387995,1,street_center,,"Knox Hwy 10",,,Galesburg,IL,"Knox County",61401,US,"TIGER/Line® dataset from the US Census Bureau"
"1072 N Henderson St IL 61401",40.960634,-90.383986,1,rooftop,1072,"N Henderson St",,,Galesburg,IL,"Knox County",61401,US,Knox
"1158 E Main St IL 61401",40.947031,-90.352553,1,rooftop,1158,"E Main St",,,Galesburg,IL,"Knox County",61401,US,Knox
"Knox Highway 10 IL 61401",40.918495,-90.387995,1,street_center,,"Knox Hwy 10",,,Galesburg,IL,"Knox County",61401,US,"TIGER/Line® dataset from the US Census Bureau"
"1072 N Henderson St IL 61401",40.960634,-90.383986,1,rooftop,1072,"N Henderson St",,,Galesburg,IL,"Knox County",61401,US,Knox
"1158 E Main St IL 61401",40.947031,-90.352553,1,rooftop,1158,"E Main St",,,Galesburg,IL,"Knox County",61401,US,Knox
"1812 S Randall Rd IL 60134",41.868297,-88.341343,1,rooftop,1812,"S Randall Rd",,,Geneva,IL,"Kane County",60134,US,Kane
"1190 E State St IL 60134",41.886978,-88.282444,1,rooftop,1190,"E State St",,,Geneva,IL,"Kane County",60134,US,Kane
"1812 S Randall Rd IL 60134",41.868297,-88.341343,1,rooftop,1812,"S Randall Rd",,,Geneva,IL,"Kane County",60134,US,Kane
"1190 E State St IL 60134",41.886978,-88.282444,1,rooftop,1190,"E State St",,,Geneva,IL,"Kane County",60134,US,Kane
"U.S. 24 IL 60938",40.762376,-87.994295,1,street_center,,"US Hwy 24",,,Gilman,IL,"Iroquois County",60938,US,"TIGER/Line® dataset from the US Census Bureau"
"720 U.S. Highway 24 IL 60938",40.753972,-87.996909,1,range_interpolation,720,"Us Hwy 24",,,Gilman,IL,"Iroquois County",60938,US,"TIGER/Line® dataset from the US Census Bureau"
"U.S. 24 IL 60938",40.762376,-87.994295,1,street_center,,"US Hwy 24",,,Gilman,IL,"Iroquois County",60938,US,"TIGER/Line® dataset from the US Census Bureau"
"720 U.S. Highway 24 IL 60938",40.753972,-87.996909,1,range_interpolation,720,"Us Hwy 24",,,Gilman,IL,"Iroquois County",60938,US,"TIGER/Line® dataset from the US Census Bureau"
"445 Roosevelt Rd IL 60137",41.859036,-88.070494,0.9,rooftop,445,"W Roosevelt Rd",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"3s010 Il Route 53 IL 60137",41.865213,-88.061479,0.33,place,,,,,"Glen Ellyn",IL,"DuPage County",60137,US,"TIGER/Line® dataset from the US Census Bureau"
"445 Roosevelt Rd IL 60137",41.859036,-88.070494,0.9,rooftop,445,"W Roosevelt Rd",,,"Glen Ellyn",IL,"DuPage County",60137,US,Dupage
"3s010 Il Route 53 IL 60137",41.865213,-88.061479,0.33,place,,,,,"Glen Ellyn",IL,"DuPage County",60137,US,"TIGER/Line® dataset from the US Census Bureau"
"292 E Army Trail Rd IL 60139",41.937078,-88.076781,1,rooftop,292,"E Army Trail Rd",,,"Glendale Heights",IL,"DuPage County",60139,US,Dupage
"215 North Ave IL 60139",41.902569,-88.081911,1,range_interpolation,215,"N Ave",,,"Glendale Heights",IL,"DuPage County",60139,US,"TIGER/Line® dataset from the US Census Bureau"
"292 E Army Trail Rd IL 60139",41.937078,-88.076781,1,rooftop,292,"E Army Trail Rd",,,"Glendale Heights",IL,"DuPage County",60139,US,Dupage
"215 North Ave IL 60139",41.902569,-88.081911,1,range_interpolation,215,"N Ave",,,"Glendale Heights",IL,"DuPage County",60139,US,"TIGER/Line® dataset from the US Census Bureau"
"530 Waukegan Rd IL 60025",42.064887,-87.800108,1,rooftop,530,"Waukegan Rd",,,Glenview,IL,"Cook County",60025,US,Cook
"2741 Pfingsten Rd IL 60026",42.10411,-87.847519,1,rooftop,2741,"Pfingsten Rd",,,Glenview,IL,"Cook County",60026,US,Cook
"530 Waukegan Rd IL 60025",42.064887,-87.800108,1,rooftop,530,"Waukegan Rd",,,Glenview,IL,"Cook County",60025,US,Cook
"2741 Pfingsten Rd IL 60026",42.10411,-87.847519,1,rooftop,2741,"Pfingsten Rd",,,Glenview,IL,"Cook County",60026,US,Cook
"2 Engineer Rd IL 62040",38.757818,-90.089706,1,range_interpolation,2,"Engineer Rd",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
"1515 Johnson Rd IL 62040",38.7232,-90.121732,1,range_interpolation,1515,"Johnson Rd",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
"2045 Madison Ave IL 62040",38.7003,-90.146082,1,range_interpolation,2045,"Madison Ave",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
"2 Engineer Rd IL 62040",38.757818,-90.089706,1,range_interpolation,2,"Engineer Rd",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
"1515 Johnson Rd IL 62040",38.7232,-90.121732,1,range_interpolation,1515,"Johnson Rd",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
"2045 Madison Ave IL 62040",38.7003,-90.146082,1,range_interpolation,2045,"Madison Ave",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
"1804 E Belvidere Rd IL 60030",42.339101,-88.004083,1,rooftop,1804,"E Belvidere Rd",,,Grayslake,IL,"Lake County",60030,US,Lake
"1275 IL Route 83 IL 60030",42.367052,-88.043149,0.9,rooftop,1275,"N IL Route 83",,,Grayslake,IL,"Lake County",60030,US,Lake
"1804 E Belvidere Rd IL 60030",42.339101,-88.004083,1,rooftop,1804,"E Belvidere Rd",,,Grayslake,IL,"Lake County",60030,US,Lake
"1275 IL Route 83 IL 60030",42.367052,-88.043149,0.9,rooftop,1275,"N IL Route 83",,,Grayslake,IL,"Lake County",60030,US,Lake
"555 E Harris Ave IL 62246",38.887349,-89.405632,1,range_interpolation,555,"E Harris Ave",,,Greenville,IL,"Bond County",62246,US,"TIGER/Line® dataset from the US Census Bureau"
"1600 S State Route 127 IL 62246",38.954028,-89.468957,0.6,street_center,,"S State Rte 127",,,Greenville,IL,"Bond County",62246,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E Harris Ave IL 62246",38.887349,-89.405632,1,range_interpolation,555,"E Harris Ave",,,Greenville,IL,"Bond County",62246,US,"TIGER/Line® dataset from the US Census Bureau"
"1600 S State Route 127 IL 62246",38.954028,-89.468957,0.6,street_center,,"S State Rte 127",,,Greenville,IL,"Bond County",62246,US,"TIGER/Line® dataset from the US Census Bureau"
"6380 Grand Ave IL 60031",42.38601,-87.959554,1,rooftop,6380,"Grand Ave",,,Gurnee,IL,"Lake County",60031,US,Lake
"1275 N Delany Rd IL 60031",42.377864,-87.904064,1,rooftop,1275,"N Delany Rd",,,Gurnee,IL,"Lake County",60031,US,Lake
"6170 Grand Ave IL 60031",42.390779,-87.959728,1,rooftop,6170,"Grand Ave",,,Gurnee,IL,"Lake County",60031,US,Lake
"5555 Grand Ave IL 60031",42.377807,-87.939616,1,rooftop,5555,"Grand Ave",,,Gurnee,IL,"Lake County",60031,US,Lake
"6380 Grand Ave IL 60031",42.38601,-87.959554,1,rooftop,6380,"Grand Ave",,,Gurnee,IL,"Lake County",60031,US,Lake
"1275 N Delany Rd IL 60031",42.377864,-87.904064,1,rooftop,1275,"N Delany Rd",,,Gurnee,IL,"Lake County",60031,US,Lake
"6170 Grand Ave IL 60031",42.390779,-87.959728,1,rooftop,6170,"Grand Ave",,,Gurnee,IL,"Lake County",60031,US,Lake
"5555 Grand Ave IL 60031",42.377807,-87.939616,1,rooftop,5555,"Grand Ave",,,Gurnee,IL,"Lake County",60031,US,Lake
"7455 Barrington Rd IL 60133",42.006992,-88.144038,1,rooftop,7455,"Barrington Rd",,,"Hanover Park",IL,"Cook County",60133,US,Cook
"1050 E Lake St IL 60133",42.001673,-88.176411,0.9,range_interpolation,1050,"E Lake St",,,"Hanover Park",IL,"Cook County",60133,US,"TIGER/Line® dataset from the US Census Bureau"
"7455 Barrington Rd IL 60133",42.006992,-88.144038,1,rooftop,7455,"Barrington Rd",,,"Hanover Park",IL,"Cook County",60133,US,Cook
"1050 E Lake St IL 60133",42.001673,-88.176411,0.9,range_interpolation,1050,"E Lake St",,,"Hanover Park",IL,"Cook County",60133,US,"TIGER/Line® dataset from the US Census Bureau"
"226 W 147th St IL 60426",41.622508,-87.669404,1,range_interpolation,226,"W 147th St",,,Harvey,IL,"Cook County",60426,US,"TIGER/Line® dataset from the US Census Bureau"
"14702 Dixie Hwy IL 60426",41.62219,-87.675115,1,rooftop,14702,"Dixie Hwy",,,Harvey,IL,"Cook County",60426,US,Cook
"226 W 147th St IL 60426",41.622508,-87.669404,1,range_interpolation,226,"W 147th St",,,Harvey,IL,"Cook County",60426,US,"TIGER/Line® dataset from the US Census Bureau"
"14702 Dixie Hwy IL 60426",41.62219,-87.675115,1,rooftop,14702,"Dixie Hwy",,,Harvey,IL,"Cook County",60426,US,Cook
"6400 W Montrose Ave IL 60706",41.960491,-87.787457,1,rooftop,6400,"W Montrose Ave",,,"Harwood Heights",IL,"Cook County",60706,US,Cook
"5022 N Harlem Ave IL 60706",41.971574,-87.807528,1,rooftop,5022,"N Harlem Ave",,,"Harwood Heights",IL,"Cook County",60706,US,Cook
"6400 W Montrose Ave IL 60706",41.960491,-87.787457,1,rooftop,6400,"W Montrose Ave",,,"Harwood Heights",IL,"Cook County",60706,US,Cook
"5022 N Harlem Ave IL 60706",41.971574,-87.807528,1,rooftop,5022,"N Harlem Ave",,,"Harwood Heights",IL,"Cook County",60706,US,Cook
"7620 95th Street IL 60457",41.718874,-87.809193,0.9,range_interpolation,7620,"W 95th St",,,"Hickory Hills",IL,"Cook County",60457,US,"TIGER/Line® dataset from the US Census Bureau"
